,prompt,set,fold,target,mdl1.reply,mdl1.pred,mdl1.correct,mdl2.reply,mdl2.pred,mdl2.correct,mdl3.reply,mdl3.pred,mdl3.correct
402,"You would think my graduation at Harvard three weeks ago harbored for me only feelings of joy and excitement. And while this may be true, These feelings were mixed with those of regret and fear. Fear of the unknown in the new chapter of my life I was about to enter, the workforce. This is why we work so hard to get into Harvard , right? Still, there's always that anxiety when welcoming drastic change in life, and this may be the most drastic change of mine. I only wish I could have gotten to know my fellow classmates better. I'll never know, but I feel like there were lifelong friendships that could have been had if I put myself out there. And as I was on that stage I'll never forget how excited I saw all my peers, i'm sure each story they had to tell was just as exciting. I won't give the excuse of how busy I so frequently was, or how my involvement with band made things that much more unlikely. Speaking of band, I've had so many good and bad stories to tell. My most memorable would have to be while performing at a tournament. One of the band teams was so off their own instructor quit mid performance! I felt sorry for that group, it was so embarrassing to watch. We on the other hand got second place among stiff competition. That speaks to how close we are as a group and how in sync we were. When I was in band I never felt out of place, quite the opposite. So as I looked again at that stage and see everyone whose name was called I can't help but wonder, could I have formed just as strong a connection to he and she. I guess I'll never know, what I was sure of though was the next chapter in my life I would make the most of it.",memories,2,False,,,,,,,,,
403,"Two months ago I was surprised to receive an offer of employment from my former organization. It was unexpected but I thought this reflected well on my past performance as an employee. It appears that the organization is going through a restructure and my former employer thought my input and guidance would be useful during this challenging period. My former manager, who asked me to return as manager of a newly forming team, said he believed I would be a great asset in bringing old and new employees together to help drive the organization forward. He also said my old team had been affected by my retirement and their productivity was not quite as good as it had been under my leadership. Admittedly, I do miss my former colleagues and team but I do not miss the pressure of my former position and having new and harder targets to achieve on a regular basis - not only was it hard for me but even harder leading others to achieve. My former industry is becoming more and more competitive as new technologies are released and more talented people are attracted into the area. My former manager also offered me a significant pay rise and good bonus potential. I was very tempted by this offer especially as my 401k and social security could use the boost! That said there are many aspects of the job I don't want to repeat even with the temptation of potentially new ways of doing things. I was happy to retire as I was getting very tired and stressed by the demands of the organization and industry. I do not think I have the energy and ambition to tackle the more unpleasant aspects of the job. Still, the offer had me torn and I asked for a week to think things over. My former manager said that would be fine and he hoped I would return. During that week I called some former colleagues to find out what had been going on within the organization since I had retired. They all agreed, separately, that the industry has indeed become much more competitive and the organization was struggling to keep up, hence the restructure. Most commented that it had been and still was a difficult and stressful time. Some said they envied my retirement and wished they could do the same! The things my colleagues said helped me make up my mind to turn down the offer. I enjoy being retired too much to return to a highly stressful job. I love being able to spend much more time with my grandchildren and money isn't too tight. I don't have expensive tastes any way. I also enjoy spending time on my hobbies and not having to get up every morning at the same time.",memories,2,False,,,,,,,,,
404,"My family and I decided to have a picnic day. We whipped up chicken salad sandwiches. They had grapes and nut chopped and mixed in, laid on a bed of spinach. Fruit salad was also prepared, one of the kids favorites. I had made lemon nut cookies so those too were added to the pile. The pile also included whatever else was in the kitchen that made for good snacking. We headed to THE BIGGEST PLAYGROUND IN THE CITY. It turned out to be a beautiful, interesting spot . Giant hills were the background to a tall tall playground  and nearby splash pad. The grey, blue, and yellow playground  was a three story tower to triumph. Children ran everywhere, enjoying the unique play, climb, and swing structures. The most memorable thing it had was a small zip line that was a come first situation. Waiting in line was worth it. Our whole family got to play on it for awhile. We laughed and zipped and picnicked.  We climbed the giant hills and checked the view. A beautiful day.",memories,2,True,,,,,,,,,
405,"Dear Diary,So I just want to talk about something that happened. It was about a month ago. It was such a great day. We  Justin and I took the kids up to Rye Beach. Its a little thing we love to do..its in Rye, New Hampshire. Absolutely stunning and beautiful and so worth the trip and the gas. For once everyone was getting a long. it was really a rare treat to have such a beatufiu",memories,2,False,,,,,,,,,
406,"So I am usually a people pleaser.  I also hate to be the cause of conflict. So here I am, at work, feeling queasy from morning sickness (I’m 8 weeks)And I get a message from DH’s Aunt. She asks me if I had anything planned for my birthday which is in about 3 weeks. I figure she’s just organising her families calendar, so I say “nothing as of yet, when I do it might just be low key pizzas at our house” (We are actually organising something so we can announce we are pregnant to his family!)And she writes a spiel about her MLM (I forgot she was involved in) and how she can host a party for me and my friends and it will be loads of fun and we will get loads of freebies and blah blah blah. And I instantly get a cold sweat, I wonder how I can explain to her that I’m fundamentally against supporting MLMs without pissing her off, if it’s less hassle to just let her throw one, while also being irritated that she would even ask.  Every invite I’ve received from her so far on FB, I’ve just ignored, hoping she wouldn’t notice me among all the other women she invited. Then the hormone monster took over for a second, and I  wrote “No, thank you” and hit send. And she wrote back “Oh, OK” And that’s it!  And now I’m sitting here with a stupid grin on my face because I feel relieved that I didn’t do what I normally would do which is stew over it for days, trying to figure out how to tiptoe around the issue, or bean dip, meanwhile stressing myself out.                                                                                                                                                                                 My original instinct was not to “go on a rant”, it was the feeling of needing to justify my response, and the stress of trying to figure out how to justify my lack of wanting to be involved, without hurting any feelings. I did not say that MLM people are crazy monsters.  I do think the MLM business model is unethical and I hate having friends and family trying to sell me things.  But that wasn’t my point of posting. My point was that I was trying to come up with a good excuse or response and was feeling stressed about it, when all I needed to say was “no”.  I’m very bad at doing that, and it felt good to do so.  I did the same thing throughout my wedding, so I thought I’d share as a reminder that it’s okay to say no.",memories,2,True,,,,,,,,,
407,"4 months ago, I was dating a guy named Brian DeFranco. At first I thought he was everything that I always wanted in a man. Not only did he work a full time job but he also helped around the house, treated me and my daughter like royalty, and was faithful. He had mentioned numerous times throughout our relationship that he had a rough past, but never did either of us imagine that it would catch up to him like it did in the most embarrassing way possible. One weekend, me, Brian, and my daughter Diamond were all eating breakfast when suddenly there was a loud banging on the door. ""Open up this is the police!"" a man cried.This startled me, but Brian seemed unfazed as he quickly and quietly got up from the table and started to make his way towards the bedroom. I asked him where he was going but he wouldn't tell me. All he said was to act like he had been missing for days to save myself. I watched in horror as opened the window and climbed out without uttering another word as the police continued to knock. ""Hold on, I'm coming!"" I said, closing the window and leaving the bedroom to walk to the main door. My daughter was in tears. ""Where did Brian go?"" she wailed. I shushed her, composed myself, and opened the door. As soon as I did, five police officers swarmed in and they went about raiding my entire apartment. ""Excuse me. What is going on?"" I said. One of the police officers told me that they were looking for my boyfriend as apparently he had murdered his father. I did my best to remain calm. ""He asked if I had seen him around lately. I lied and told him no and that it had been a few days. ""He's not here so please leave, you all are scaring my daughter."" After they'd finished searching, the police all gathered around in my living room. They asked me more questions about Brian and then they left, saying that they'd let me know when they found him. I remember crying for hours after the'd left and wondering things went so wrong so fast? Days later, I received a call that they did find Brian in another state and he was in police custody. He's now sitting in jail where he'll remain for 30 years without parole for manslaughter of his father William DeFranco.",memories,2,False,,,,,,,,,
408,I never thought about math as something to struggle with. Numbers came easily to me and so did math. When I was asked to TA a class over the summer I was a bit apprehensive because I didnt know what I was supposed to really help with. The professor teaching the class really struggled with explaining things in a meaningful way. Those that took an interest in learning came to me and loved my explanations. I was told 3 weeks ago by the school that they had gotten many glowing positive comments from the students. They were very appreciative of how i listened to them and helped them. it really made me feel good about how I teach and what i could do to help. I am considering doing another course in the fall provided I can get the job back. I also considered getting an adjunct job after graduating with my masters. Sometimes its a matter of taking the time to listen to the needs of others. It was humbling to be involved in such an impactful way. I will always remember the kind comments I got. I hope others can learn from me and share what I shared. Overall this was a very positive experience.,memories,2,False,,,,,,,,,
409,"Janet was my friend through high school and college. We did everything together! We dated twin brothers, we went to the same college. We were so close, we even moved into the same house together. As soon as I got a boyfriend after college, we started to fade away from each other's lives. I wish that we had kept in contact, but people drift away. I was shocked when my now husband asked me ""Didn't you know Janet?"" and I said ""Man, Janet! Yes! Why?"" and he told me that she had passed away. I was shocked! I went to her funeral and talked to old friends of ours. They started talking about how we all went for coffee and donuts before it became a huge fad with teens. After the funeral, I went to Dunkin Donuts and got a dozen donuts and a large coffee. I sat in the parking lot eating and crying. I wish I could say that that was the only time I did that. It wasn't. I did this every week for months. Sometimes, when I got really sad, I'd do it multiple times. In 3 months, I gained 25 pounds. I knew I had to get a hold of myself. I ended up just getting a donut and a small coffee and eventually cut it down to none of them.",memories,2,False,,,,,,,,,
410,"A few months ago, I was walking into the kitchen from the living room and slipped on the tile floor. I landed on my head and ended up being basically knocked out cold. Luckily both my parents were home at the time and called 911. The ambulance came out picked me up to take me to the hospital, although I was told I had kind of regained consciousness before they arrived. I work up in the hospital to my whole family being there, at least that is what they told me as my memory of the day is hazy, which was nice. It was the since I was liked 4 years old that I had ever been in a hospital. I basically just sat on a bed while they ran tests on me. Luckily nothing was bad at all, I had no broken bones or trauma or anything. I did have to stay overnight in the hospital just so they could evaluate me to me fully sure I was fine since I was still very lightheaded. My family left to go home, although my mother did stay overnight at the hospital with me since she insisted. I got discharged in the morning and came home. I then spend the next two weeks recovering as I had to let my head recover. My memory was also not very good during that time but everything is back to normal now. My brother took a picture of me when I was out of it on the hospital bed. It is funny to look back at now, although I still basically have a fuzzy memory regarding the events of the day. This was the first time in my life I have had to deal with a serious injury, as before this the worst thing to happened to me was just stuff like stubbing my toe. It was also my first time having to deal with hospital bills in the aftermath, that was a lot of fun. Luckily, I had insurance so it was not as bad as it could have been.",memories,2,True,,,,,,,,,
411,"Today I helped set up a couple to meet that were from completely different countries.  My friends and I gave them the need information.  I think that they will really have a lot in common.  They should hit it off well.  I plan to get with my friends to find out how it all went.  I hope they find lots to talk about.  They should have.  They are both in the same field.  It will be weird for them meeting though, since they are from different countries.  I wonder if they will have any trouble understanding each other.  They speak different languages.  Maybe they will find a way to make it easy to communicate. This is something they never will forget.  Who knows, they may even end up together forever.  One never knows.",memories,2,False,,,,,,,,,
412,"I recently celebrated the birthday of a family member. We celebrated it at my house. I (and some of my family members) bought party favors, a birthday cake, and the like. We bought candles, plates, balloons, and other things to decorate the room. The most memorable part of the event was lighting the candles. We had put so many candles on the birthday cake that the flames started to merge into one. The birthday person had to blow out the candles quickly, otherwise the flames might have reached the cake! It took a while for them to blow out all the candles. But after that we sang happy birthday and enjoyed the celebration. We enjoyed eating the cake and talking about things at the party. We had things like champagne and small chocolate morsels. I remember enjoying the party a lot. The cake was big and very flavorful. It was made of chocolate and vanilla. I remember falling asleep happy that night, having enjoyed the event.",memories,2,True,,,,,,,,,
413,"Dear Diary - I honestly cannot believe what just happened. I mean, what is the world coming to? I digress and probably should explain what I am even thinking. So, it started about 5 months ago. There was an incident in the parking lot of my apartment complex. A young girl was murdered and it was shocking to the entire community. The police investigated the incident and managed to find two suspects that seemed to fit the events of what happened. It seems that the suspects were also accused of murdering a 17 year old girl in the same fashion about a couple of months before this one. Everyone was at ease learning that the perpetrators have been caught. However, a few months after the incident, the suspects were released. The police did not mention why or if they had any additional leads on the situation. To say the least, our community was up in arms about it. There were complaints to the police department, detective in charge and even to the mayor! It was all very confusing. Not only that, the released suspects weren't even charged in the previous incident before this one. We are all still in a state of shock over it. We are not sure what we are going to do. People are acting a little on edge now, hoping the situation doesn't happen again. Sigh...I may think about moving. I'm not sure yet. I guess I will see how the next few months unfold.",memories,2,False,,,,,,,,,
414,"Went to my brothers for 2 weeks to help he and my sister in law with the kids. I was to take them to their swim practices every day and try to entertain them for the rest of the days. I took them to Carowinds, an amusement park, one day and to a putt putt another day. Treated them to dinner at times and took them to ice cream, also.  The days I took them to swim practice, I was able to go off  to McDonald's or shopped at Home Depot until their practice was over. Otherwise, I would stay and just play games or do a little work on my phone. Carowinds was a great time for all of us. Even though I don't care for rides much anymore, I did do some for them. We all enjoyed a full day there. It ended up being a great 2 weeks. The kids really took to me since I don't get to see them much. I think they fully enjoyed their Uncle. Now, my brother wants me to come down a little more frequent. Since I'm retired, I'm able to. We are going to set up another time for the fall.",memories,2,True,,,,,,,,,
415,"I remember the I day found out about Ginny very well. It five months ago on an unusually warm day for it being so late in the year. We were making our holiday plans and I got a phone call from a mysterious phone number. Even though I don't usually answer calls from unknown numbers, I had a feeling that something may be wrong. You know that feeling you get when something just isn't right. You can't really explain it, but there's just something not right about things. I weird omen perhaps. Whatever it was, I knew it had to be important, so I answered the phone. The all was from an old college friend of mine who I hadn't seen in over 10 years. Ginny's voice sounded very strange, a bit shaky, not like the person I knew in college. The last time I talked to her, she had just been through a very serious round of chemotherapy, but was taking it like a champ and was in full remission. Why was she calling me, I wondered, but knew the answer. Her cancer had returned and was in full force now. I listened to my friend talk, and tried to encourage her as she fought back the tears. She was calling me to say goodbye.  I always think of myself as a strong woman, not easily swayed by emotions, but Ginny's story brought me to tears as well. It made me realize how short and precious life really is.",memories,2,False,,,,,,,,,
416,"I've always loved taking picture. As a teenager, you never saw me without my Nikon. I was always in the photo lab at school. Even in my senior photo, I've got a camera around my neck. Becoming a professional photographer was a life long dream for me. Working at the photo mart in the mall in high school was my launch into my career. When I got hired onto the newspaper, I was extatic. But getting my first portrait published into a national magazine was a huge milestone. To see MY picture. Right there on the cover. I could never have imagined it. But there it was, my picture on the cover of Time Magazine. My name in the credits of Time freaking magazine! The sky is the limit. The last three months since my picture appeared, I've been getting calls from all around the world. The future is bright.",memories,2,False,,,,,,,,,
417,I was looking to buy a car but I didn't have transportation at the time so my options were limited. I finally found a BMW 328i close enough to ride my bike to see. I contacted the seller and made plans to see it that Sunday. I had been withdrawing cash every week to be sure I had enough to buy a car when I found one but I needed enough money in my bank account to cover the cost of insurance so I'd be able to drive it home. On Thursday I made certain to transfer the funds I needed well before the cutoff time. A little while later I got an email that the transfer failed. I found a reddit thread stating others were having the same problem. The withdrawal had to be done before about 5:00 or I knew it wouldn't be in my account. I tried throughout the day every 30 to 45 minutes or so hoping it would work. finally just before 4:30 the transfer finally went through. On Friday I checked my balance and found that instead of depositing my withdrawal once I had every single attempted withdrawal deposited to my account. I wasn't sure what to do since I now had over 400 extra dollars in my account and a negative balance in my Amazon payments account. I didn't know when the money might be taken out or whether they would only take the extra money or reverse it all and correct it with another deposit. The advice I kept getting was to not touch the money until it was figured out. I felt like I was in limbo and was extremely frustrated. I contacted the seller and told him I wouldn't be able to meet Sunday but if he still had it next weekend I would come get it. After a few days I finally received an email from Amazon confirming the error and that funds would not be removed from anyone's bank account. Unfortunately they weren't clear about what would happen to our Amazon payments account. I confirmed with the seller I would be able to come see the car that weekend and we set a time. One day I found the car was no longer listed and asked if it was sold. The seller replied that he had a flat tire he wasn't able to change and found the car had been towed from the apartment building he parked it at. My heart sank I felt a great opportunity had slipped out of my hands due to bad luck and felt a little bit hopeless about finding a vehicle. Amazon sent an email on Thursday stating the incorrect balance had been resolved and that the extra funds were ours to keep as an apology for the inconvenience I was completely floored that I just got a gift of over $400. A few days later I found a 525i that was listed for only a couple hundred more than the one I was planning to buy and it was a newer model by four years plus the interior looked new and the body was in pretty good condition with no major issues. After checking it over and test driving it I wound up negotiating with the guy for 100 less than the car I was previously going to buy so I wound up with $400 extra dollars and a car that was one model range up and four years newer for less money.,memories,2,True,,,,,,,,,
418,"Three months ago, I got a scary phone call. My mother had fallen. I flew back home to meet her. She had gotten a stroke. She was sent to hospice care. It was a painful day that day. She died in the room. I had a big cry and needed to punch a wall to get the anger out of me. I remembered the good times with my mom. I remembered my first day of school. She gave me a big lunch to eat that day. I remembered my graduation from college. She gave me the same lunch as a gag and a cruise. I remember her always cooking good food. I loved the cooking and I will never enjoy that again. I hope she is resting well now.",memories,2,False,,,,,,,,,
419,"My son was graduating last Saturday from his Masters in Landscape Architecture. He has been hard working on this degree for the past three years. He really wanted his family to be there to see him walk across the stage and receive his diploma and celebrate with him. We all woke up pretty early that morning, around 6am, so that we could all go to his graduation. My son had to go ahead of us to prepare for the graduation with his classmates. So he got his robe, hat and tassel, and drove to the school ahead of us around 7am because the school was about 2 hours away. Me and my husband wanted to leave at 8am to make it to the 10am graduation. However, because of a ""bathroom incident"", we didn't end up leaving until 8:30am. On the way to the graduation, the traffic was okay and smooth. My husband drove a bit over the speed limit, but luckily there was no issue. We actually got to the school with 10 minutes to spare, but there was no more parking in the school's lot. We searched around for about 5 minutes and found a spot a couple blocks away. I grabbed my purse with the tickets and ended up having to run all the way to the school. We got there just in time to hear my son's name being called, and told my husband to quickly take out his camera so we could record the moment. I'm so happy we made it just in the nick of time.",memories,2,False,,,,,,,,,
420,"I got a knock on the door this morning around 8:30am. I wasn't expecting anybody so I thought about not answering the door. Maintenance was supposed to paint over a patch they had fixed last week so I thought it might be them. I opened the door to a plain-clothed guy holding a big stack of papers. He asked for my name then handed me the stack, It was a lawsuit filed by my ex. Another lawsuit. I was being served. My ex has done this before. In two days I was leaving with the kids and some other family to go out of state. Read thru the 12 pages of ridiculous accusations and requests. The worst was the one where she wants custody of the kids. Right now we split the time evenly. 42 points in the lawsuit over 12 pages. Timing could not be worse. Stock market has been so volatile and I had lost about everything in the previous two weeks. I had a few hundred dollars from the last lawsuit on retainer with my lawyer. I called him for advice. He told me the way my ex worded the lawsuit there is no way to get it dismissed or thrown out. This will have to go all the way including disclosures and mediation and possibly in front of a judge. The lawyer wants $3500 up front to help with the case. I'm broke! I have nine open positions that I didn't close because the stock price bombed. I keep waiting for them to come back. I will have to get another job.",memories,2,True,,,,,,,,,
421,"The most memorable event that has happened to me in the last 3-6 months was my family (Dad, Mom, and Son) coming to see me at my apartment and taking us on a vacation from Tulsa, OK to around Joplin, Missouri. I haven't been on vacation in years, and my dad decided all four of us should take a vacation, and spend a few nights at the Down Stream Casino on the Oklahoma Missouri border. Being with my closest family member's meant the world to me. We started out at my apartment in Tulsa, OK and we drove about an hour and 15 minutes to our destination. When we first arrived I bought some Ice Cream at the casino's Ice Cream stand for my Son and I. After that we got the keys to our room, and brought all of our luggage there. We shared two rooms, and the rooms were extremely nice, and comfortable to relax and sleep in. I stayed in one room with my son, and my parents stayed in another. I didn't participate in much gambling, instead we watched Ellen DeGeneres Game show, and stayed up late watching TV and having good conversation with my son, and parents. After that we drove to a local restaurant, and had dinner together. Then my dad took me on a tour of the casino, bar, and slot machines. He showed me the machines he likes playing, I played with 20 dollars, and ended up cashing out 40, so I made a nice little profit.  I will always cherish this vacation with my close family member's that I don't always get to see. Their kindness and love will always radiate with me, and I will always remember them choosing to spend time with me, and make my day that much better. I will always remember this trip, and the fun times I had with my family. They will always be in my heart.",memories,2,True,,,,,,,,,
422,I was first in a poly relationship with a guy. Some days our relationship went well. Then I fell in love with a woman. If she too loves me. The days went well. One day she had doubts on top of our two. Nan told her about our poly relationship. Hate our relationship after she initially allowed it. Then I did not talk to him properly. Tell me about the breakup of the romance after a few days. She doesn’t like our poly relationship. Then I split up with the guy who was having a relationship with poly. I felt very lonely. I met her a few days later and told her what happened. She could not separate from me. So we fell in love and ended our marriage.,memories,2,False,,,,,,,,,
423,"I'm not going to start this off by telling you that I had no fear and tackled learning how to surf head on. There are a lot of thing that stress me out, and the possibility of drowning is definitely near the top of the list. That just goes to show how much I trust my friends, and how persuasive they can be. Three months ago my friends were able to get me in the car, wedged in the back seat between a surf board and giant cooler. I was lucky that my friends are experienced surfers. The fact that they knew what they were doing put me more at ease. With a little bit of coaxing and a lot of instruction, I was finally able to stand up on the board without falling down. The feeling of accomplishment was like a drug and it made me push even harder. I never would have thought that I could like something like surfing. I thought my fear of falling in the water would make me hate it, but that fear completely went away. I remember turning to my friends after the first time I successfully stayed on my board and seeing their beaming smiles. I think it might have meant just as much to them that I was able to overcome my fears. I guess that's what true friends do, they lift you up. I almost feel like I am addicted to surfing now. I spend a lot of time checking out surf videos online, and even purchased my very own board.",memories,2,False,,,,,,,,,
424,"well after watching youtube conspiracy video one day I decided to try out the experiment and replicate it for myself. the person in the video had seen a chemtrail being inserted in the clouds by a glowing orb that turned out to be a demon. the person in the video rebuked it in the name of Jesus and it went away and disappeared. So that it what I did as well and it also happened that the rain clouds decided to go away as well too. we did not have any rain for like 3 months where I lived because I figured out how to do a reverse rain dance! prior to this we were getting too much rain and the farmers were not able to plant their crops so everyone was going to starve. I am happy to say that will not be the case now! However, there was one drawback. Which wound up being the fact that because there was no rain the air pressure built up. So the atmosphere wound up producing a land hurricane. It destroyed a large area and was very dangerous. All is well that ends well. I was happy that the crops were left unharmed. I love watching youtube videos. i also feel like I have learned a lot.",memories,2,True,,,,,,,,,
425,"This all started about 3 months ago on the dot from this date. My wife and I were finally moving out of the apartment we shared for over 7 years and were ready to make a change. We had an extremely small place we were going to move into on some families lot just to hold us over. We planned on living there for a bit, saving a bunch of money, and doing other things like travel and a search for long term housing options in the meantime. Well, the option on the families lot fell through with less than a month to move out from our apartment. The next day, a young woman who had recently moved into our complex was having a party outside. 1 of her male friends came to visit and partake in the party. He offered my wife and I a place to park a travel trailer on his lot, for incredibly cheap and also have access to a house. This is where everything started to go downhill. My wife started to disappear, sometimes for 2 days at a time during the move out process, leaving me feeling responsible for it all. So, it's the end of April, our lease is up April 31st, and we're finally moving out after purchasing a travel trailer. We end up on the lot, it's in a very seedy neighborhood, but it's nice enough. We have full access to a home, our trailer, and now a yard. I slowly but surely start to see my wife starting to form an emotional affair right before my eyes with the male roommate. We were in a bit of a rough patch, but nothing unworkable in my eyes. She's still disappearing with him in his car, sleeping away from me, becoming extremely distant, indifferent, and all around completely out of her character. To cut the story short as it honestly is deeply upsetting me, June 2nd rolls around and as she's getting out of the shower after avoiding me like a plague, she tells me she no longer wants to try in our relationship. 8.5 years treated like a tissue that can just be thrown away. The betrayal I have felt since then has been unimaginable. Our court date is set for dissolution and my heart hurts every second of every day.",memories,2,True,,,,,,,,,
426,"4 months ago was the most memorable day of my life! It was the most perfect day, my wedding day. I couldn't have enjoyed it more. It started with a perfect sunshine among billowing clouds, without any threat of rain. All of my close family was there. I had an amazing hair dresser that made me feel like a princess. She made me look like a princess too! I did have a nervous moment walking down the isle with all those eyes looking at me. However, my dad was there to hold me up. I watched my future husband wipe a tear from his eye as I walked down the isle. I saw many smiles and nods of admiration as I passed each pew. We made our promises to each other. And my husband kissed me with the most beautiful and memorable kiss to be had. I felt so beautiful as he looked deeply in my eyes.I felt cherished as he held my face in his hands. That kiss took me to another world! We then walked into the sunshine and cheers of our family and friends. They celebrated us and threw confetti. Our car was decorated with streamers as we drove off to the reception. Every meal was perfect. Our friends had such beautiful words for us, as they raised a glass to toast us. We danced the night away with each other, and all who came to celebrate. Even my great -grandmother danced with us! I hold all of these things close in my heart. This is just the beginning of our life together. I hope that it sets the scene for many memories to come.",memories,2,False,,,,,,,,,
427,"It started off like a regular day at work when I walked in that morning. My boss walked into my office like he typically does and it's usually to chat about work related stuff as well as to chat in general about how things are going. This time, he started off chatting about normal, routine work stuff and then casually threw in that my promotion was finally approved and about to go into effect. He's been pushing for my promotion for over a year and a half at that point and I had almost given up all hope of this happening any time soon. Evidently, the higher up managers approved the promotion as well as Human Resources. A salary was also approved and my manager informed me of what that new, higher salary would be. I felt relieved that this finally happened and I could stop wondering about my upcoming promotion. At the same time, once my supervisor told me the percentage raise I would receive, I was slightly disappointed. The percentage of my increase equaled the usual annual salary increase I received the past couple of years, even without a promotion. I was unsure if this signified that my past annual increases were abnormally high or if my promotion salary increase was abnormally low. I was hoping for a much bigger raise. Ultimately, my supervisor informed me that there is a cap on how high of an increase an employee can receive in any given year and hopefully there will be more of a raise coming up after my annual review in a couple of months. Given that we had just had my annual review, performance reviews, and all that, I was hopeful that perhaps, even with my recent promotion, I would still qualify for a significant raise when the fiscal year was over. I didn't tell my supervisor about my disappointment with the percentage increase because he was so happy that he was able to get my promotion pushed through after all this time. I didn't want to deflate him or make him feel that his efforts were unappreciated.",memories,2,True,,,,,,,,,
428,"It's been 5 months since I lost her but I still think about Granny Ma every day.  I remember when I was a child, Granny Ma would take me to the zoo.  I would sit in the back of the car and make animal noises during the entire drive.  Granny Ma would try to guess which animal I was but most of her guesses were always wrong.  When I told her which animal I was, she would tell me how smart I am.  I remember her long curly hair and how we would sit in front of the bathroom mirror as she would brush it out.  She would tell me how important it was to brush slowly in order to keep the hair healthy.  The thing I remembered the most was her smell.  Her home was a like a jasmine garden mixed with warm scents of vanilla and tea.  Everywhere she went left a trail of floral aroma.  It was such a pleasant, comforting smell.  I remember the last time I saw Granny Ma.  Five months ago I was sitting at the foot of the hospital bed.  Granny Ma was covered in tubes, monitors, and wires.  She would lay and smile at me with such soft eyes.  Her hand rested on mine as I would tell her stories of our trips to the zoo, how much I loved her homemade pies, and memories of listening to her play the flute.  I told her about our walks around the community park and how I would light up when I could smell her perfume.  Granny Ma told me how lucky she was to have me in her life and how happy she was to experience it all.  Granny Ma told me that she never had any regrets during her life and wouldn't change a thing.  That night Granny Ma went to sleep forever and the most amazing woman is now blessing Heaven with her heavenly scent.  I still miss her.",memories,2,False,,,,,,,,,
429,"It was 4 months ago, i had my second house get together. It was a game night and i invited friends and family that were my age and a little older. I didn't know what to expect or how they would react, however. The night came and it was a blast. we had so much laughs and fun being together everyone wanted to know when would be the next one.  I felt so happy to have shared that time with my family and friends, when they left i genuinely missed them and could not wait to see them again. it had everything you you would love in a party, food, family, friends and fun. Now that its been so long I'm definitely getting ready to do another with hopes of it turning out even better. For this to turn out the way it did, it did take quiet a bit of planning. I had sent out invitations a month in advance, and the same time i chose the games i wanted to play as well as what we would eat at the party. I decided on us playing a card game with a twist and for food I had pizza, patties, an array of drinks as well as cake. The first person that arrived got a prize. And as we waited for everyone to get there, we sat talked and watch a movie. Everyone showed up somewhat on time and that is when the games began. We ended up playing and laughing it up for a good 3 hours.",memories,2,True,,,,,,,,,
430,"About a week ago I went on a canoe float with my grandpa. It was down at the cabin in lower Mosland. On a lake that is connected to a small river system. We went up and down a few of the rivers. And by we I men grandpa, my pops and I. It was maybe a 3 person canoe. I couldn't be sure, but it was pretty loaded down. The weather was beautiful. Clear with a few big puffy clouds to give some respite from the heat of summer. On the way back to the cabin my grandpa asked me how my classes were going. For the third time. I couldn't believe that it was really happening. Grandpa has Alzheimer's. On the car drive back to the city alone with my father we talked about it. It made us sad since grandpa was doing just fine a year ago.",memories,2,False,,,,,,,,,
431,I plan to see my old friend on weekend. So I scheduled it for the weekend of the forth july. I go to see my friend in his hometown of Ormond beach which is held in Florida. We done number of activities on that day. And we spend lot of time together on the day at the beach. But we took walking together along the beach are most memorable one. And we have a dinner in a restaurant. We decided to spend more time with eachother. But we had few time for that. So we enjoyed as much we can. We've collected many memories on that day that are most embarrising one. The day are unforgottable. We are eagerly waiting for the another day like this. Long distance relationship are pure and divine. We are together forever.,memories,2,False,,,,,,,,,
432,"Last March I went to a tax accountant. I needed to file amended returns for the Patreon income from four previous years. I'd been under the impression since I set up my Patreon account that it was gift income, and therefore non-taxable. But gradually it became my primary source of income and I shifted to self-employment as a freelance writer. And the more I looked into it the more I began to suspect it was taxable after all. I feared getting into serious trouble. In July of last year I concluded that it was indeed taxable. So I made plans to see an accountant and file for back taxes. According to my research on Google the IRS was required to allow installment payments I could afford, but I was still quite apprehensive in the months leading up to the meeting. In March I met with the accountant, gave him documentation of the additional income, and paid him $400 for preparing four years' amended returns. This was considerably cheaper than my worst-case estimate, and was in itself a significant relief. And he confirmed my information about making installment payments. In the months since, the IRS sent me a bill for back taxes and I arranged a modest $64/month installment payment. I also subtract 15% self-employment tax. It's a total tax burden I'm able to bear relatively easily, and a great load off my mind.",memories,2,True,,,,,,,,,
